doi,title,abstract,authors,venue,year,citations,url,pdf_url,paperId
10.1145/3292006.3302381,ABACaaS,"In recent years, Attribute-Based Access Control (ABAC) has emerged as the desired access control model in scenarios involving sharing of resources across multiple domains. This necessitates organizations using traditional access control models to use ABAC. However, ab initio deployment of ABAC is both cost and time intensive. In this paper, we present ABACaaS - a cloud service that enables any organization to integrate ABAC into their own environment irrespective of the platform they operate in. We show both SaaS as well as PaaS instances of ABACaaS along with results on its performance.",Augustee Meshram; Saptarshi Das; Shamik Sural; Jaideep Vaidya; Vijayalakshmi Atluri,,2019,7,https://openalex.org/W2922584776,,W2922584776
,Open Problems for Usable and Secure Open Systems,"In open computing systems, resources are shared across organizational boundaries in an effort to allow for greater access to information and easier collaboration between geographically and administratively dispersed groups. Designing adequate access control solutions for these types of systems is a challenging task, as traditional solutions tend to exhibit failures or other undesirable behaviors in the face of an ever-growing and constantly evolving user base. To address these types of shortcomings, security researchers have proposed the notion of attribute-based access control (ABAC). Though the theoretical and systems issues associated with ABAC are currently being investigated, the human side of ABAC is relatively unexplored. In this paper, we discuss several usability and human factors challenges related to a promising ABAC solution known as trust negotiation.",Adam J. Lee; Marianne Winslett,D-Scholarship@Pitt (University of Pittsburgh),2006,8,https://openalex.org/W232930851,,W232930851
10.1109/ictai.2009.128,Privacy-Preserving Attribute Distribution Mechanism for Access Control in a Grid,"This paper presents a privacy-preserving attribute distribution mechanism for an identity federation framework. Attribute-based access control (ABAC) is a highly flexible and scalable access control scheme which can deal with diverse security requirements in grid environment. However, in ABAC the user attributes delivered by the Identity Providers for authorization decisions may cause some privacy violation. We developed an attribute release control scheme that can improve the privacy protection capability of the current security systems in grids. The Shibboleth identity provider, GridShib, and Globus toolkit are used for our implementation.",Sang M. Park; Soon M. Chung,,2009,7,https://openalex.org/W2153000915,,W2153000915
10.1108/ics-08-2019-0100,A Clark-Wilson and ANSI role-based access control model,"Purpose An electronic health record (EHR) enables clinicians to access and share patient information electronically and has the ultimate goal of improving the delivery of healthcare. However, this can create security and privacy risks to patient information. This paper aims to present a model for securing the EHR based on role-based access control (RBAC), attribute-based access control (ABAC) and the Clark-Wilson model. Design/methodology/approach A systematic literature review was conducted which resulted in the collection of secondary data that was used as the content analysis sample. Using the MAXQDA software program, the secondary data was analysed quantitatively using content analysis, resulting in 2,856 tags, which informed the discussion. An expert review was conducted to evaluate the proposed model using an evaluation framework. Findings The study found that a combination of RBAC, ABAC and the Clark-Wilson model may be used to secure the EHR. While RBAC is applicable to healthcare, as roles are linked to an organisation’s structure, its lack of dynamic authorisation is addressed by ABAC. Additionally, key concepts of the Clark-Wilson model such as well-formed transactions, authentication, separation of duties and auditing can be used to secure the EHR. Originality/value Although previous studies have been based on a combination of RBAC and ABAC, this study also uses key concepts of the Clark-Wilson model for securing the EHR. Countries implementing the EHR can use the model proposed by this study to help secure the EHR while also providing EHR access in a medical emergency.",Tamir Tsegaye; Stephen Flowerday,Information and Computer Security,2020,13,https://openalex.org/W3035087697,,W3035087697
10.1145/2875491,Proceedings of the 2016 ACM International Workshop on Attribute Based Access Control,"Controlling and managing access to sensitive data has been an ongoing challenge for decades. Attribute Based Access Control (ABAC) represents the latest milestone in the evolution of logical access control methods. The goal of this inaugural Workshop on Attribute Based Access Control (ABAC '16), held in conjunction with the 6th ACM Conference on Data and Applications Security and Privacy (CODASPY 2016), is to foster a community of researchers interested in all aspects of attribute based access control. ABAC is a fine-grained and a flexible form of access control. To realize its full potential, a number of major challenges need to be addressed including formal modeling and analysis of ABAC such as its safety and expressive power, administrative models for ABAC, attribute assurance, ABAC policy engineering and mining, privacy concerns in ABAC, etc. This inaugural ABAC '16 workshop features papers on various aspects of ABAC including formal models for ABAC and its relationship with XACML, data fusion concerns in attribute engineering, relevance of ABAC to application domains such as information sharing and online social networks, ABAC policy language for REST API, ABAC policy clustering, and trustworthiness of attributes. We hope the workshop attendees will find this wide variety of topics mto be insightful, and helpful in advancing the field of ABAC.",,,2016,5,https://openalex.org/W4249192545,,W4249192545
10.1145/3450569.3463563,Mutation Analysis of NGAC Policies,"The NGAC (Next Generation Access Control) standard for attribute-based access control (ABAC) allows for run-time changes of the permission and prohibition configurations through administrative obligations triggered by access events. It makes access control more fine-grained and dynamic. However, it raises challenges for assuring the correctness of NGAC policies. As policy testing is an important technique for quality assurance, this paper presents an approach to mutation analysis of NGAC policies. It can evaluate the effectiveness of a testing method and reveal potential faults in an inadequately tested policy. The mutation analysis covers various types of potential faults in the assignments, associations, prohibitions, and obligations of NGAC policies. This paper also proposes an incremental testing approach that first validates the initial configuration of a policy and then the policy as a whole. It helps determine whether faults appear in the configuration or the obligations. To evaluate the work, we have developed four working policies and their test suites based on the current NGAC reference implementation. The empirical studies show that the mutation analysis can shed light on the strengths and weaknesses of the test suites. They also demonstrate the need for developing more cost-effective testing methods.",Erzhuo Chen; Vladislav Dubrovenski; Dianxiang Xu,,2021,10,https://openalex.org/W3167415215,https://dl.acm.org/doi/pdf/10.1145/3450569.3463563,W3167415215
10.31577/cai_2023_3_615,Attribute-Based Access Control Policy Generation Approach from Access Logs Based on the CatBoost,"Attribute-based access control (ABAC) has higher flexibility and better scalability than traditional access control and can be used for fine-grained access control of large-scale information systems. Although ABAC can depict a dynamic, complex access control policy, it is costly, tedious, and error-prone to manually define. Therefore, it is worth studying how to construct an ABAC policy efficiently and accurately. This paper proposes an ABAC policy generation approach based on the CatBoost algorithm to automatically learn policies from historical access logs. First, we perform a weighted reconstruction of the attributes for the policy to be mined. Second, we provide an ABAC rule extraction algorithm, rule pruning algorithm, and rule optimization algorithm, among which the rule pruning and rule optimization algorithms are used to improve the accuracy of the generated policies. In addition, we present a new policy quality indicator to measure the accuracy and simplicity of the generated policies. Finally, the results of an experiment conducted to validate the approach verify its feasibility and effectiveness.",Shan Guo Quan; Yongdan Zhao; Nurmamat Helil,Computing and Informatics,2023,5,https://openalex.org/W4386430973,https://www.cai.sk/ojs/index.php/cai/article/download/2023_3_615/1232,W4386430973
10.1145/3422337.3447825,Incremental Maintenance of ABAC Policies,"Discovery of Attribute Based Access Control policies through mining has been studied extensively in the literature. However, current solutions assume that the rules are to be mined from a static data set of access permissions and that this process only needs to be done once. However, in real life, access policies are dynamic in nature and may change based on the situation. Simply utilizing the current approaches would necessitate that the mining algorithm be re-executed for every update in the permissions or user/object attributes, which would be significantly inefficient. In this paper, we propose to incrementally maintain ABAC policies by only updating the rules that may be affected due to any change in the underlying access permissions or attributes. A comprehensive experimental evaluation demonstrates that the proposed incremental approach is significantly more efficient than the conventional ABAC mining.",Gunjan Batra; Vijayalakshmi Atluri; Jaideep Vaidya; Shamik Sural,,2021,8,https://openalex.org/W3154990653,,W3154990653
10.1109/bibm55620.2022.9995559,Automated Extraction of ABAC Policies from Natural-Language Documents in Healthcare Systems,"The healthcare system is a distributed collaborative system and the sensitivity of the medical data is one of the most important requirements. Preventing unauthorized access to healthcare information and data sharing security in the healthcare environment are critical processes that affect the credibility of the system. To achieve this goal and to meet the requirements of the healthcare system, access control is an important measure to realize the safe sharing of resources. The attribute-based access control (ABAC) model meets the complex security requirements of large and complex systems and provides a dynamic, flexible and scalable solution. The main obstacle to deploying ABAC is the precise development of ABAC policies. Manually developing access control policies is tedious, time-consuming and error prone. Most systems have high-level requirement specifications, which are written in natural language. These natural language (NL) documents have the intended access control policies for the systems. In this paper, we propose a new approach towards extracting policies from natural language documents. By fully taking advantage of Bidirectional Encoder Representations from Transformers (BERT) and Semantic role labeling (SRL), we are able to correctly identify access control policy (ACP) sentences with an average F1 score of 85% and correctly extract rules with an average F1 score of 72%, which outperforms the state-of-the-art and leads to a performance improvement of 7% and 2% respectively over the previously reported results.",Yutang Xia; Shengfang Zhai; Qinting Wang; Huiting Hou; Zhonghai Wu; Qingni Shen,2022 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),2022,10,https://openalex.org/W4313525584,,W4313525584
10.1145/2517881.2517891,Reachability analysis for role-based administration of attributes,"Attribute-based access control (ABAC) is well-known and increasingly prevalent. Nonetheless, administration of attributes is not well-studied so far. Recently, the Generalized User-Role Assignment model (GURA) was proposed to provide ARBAC97-style (administrative role-based access control) administration of user attributes. An attribute is simply a name-value pair, examples of which include clearance, group and affiliations. In GURA, user attributes are collectively administered by different administrative roles to enable distributed administration. Given an administrative policy that specifies the conditions under which administrative roles can modify user attributes, it is useful to understand whether an attribute of a particular user can reach a specific value because user attributes are used for security-sensitive activities such as authentication, authorization and audit. In this paper, we study the user-attribute reachability problems in a restricted GURA model called rGURA. We formalize rGURA as a state transition system and show that the reachability problems for its general cases are PSPACE-complete. However, we do find polynomial-time solutions to reachability problems for limited versions of rGURA that are still useful in practice. The algorithms not only answer reachability problem but also provide a plan of sequential attribute updates by one or more administrators in order to reach particular values for user attributes. rGURA is relatively simple and practical. It is likely that other proposals will subsume the functionality of rGURA and thereby subsume its complexity results.",Xin Jin; Ram Krishnan; Ravi Sandhu,,2013,12,https://openalex.org/W2111301415,,W2111301415
10.1109/pst.2016.7906934,AHCSABAC: Attribute value hierarchies and constraints specification in attribute-based access control,"Attribute-based access control (ABAC) is well known for flexible policy specification and dynamic decision-making capabilities. Unlike the other access control models, in ABAC, privileges are granted on the basis of the values (e.g., manager, deputy manager, secret, etc.) of the attributes (e.g., role, security level, etc.) of various entities (e.g., users, objects, environment, etc.). Therefore, it is imperative to associate the appropriate values of attributes to entities for ensuring proper access. Although ample amount of research has been done on ABAC, there is a lack of literature that addresses both constraints and the hierarchies of the values of the attributes of users and objects. This paper explores a family of ABAC models, which presents the multiple variations of ABAC, and also proposes a consolidated ABAC model, known as AHCSABAC, which specifies the hierarchies of the values of the attributes of users and various constraints on the values of the attributes of users. The usefulness of AHCSABAC model is then demonstrated.",Mahendra Pratap Singh,,2016,6,https://openalex.org/W2608908098,,W2608908098
10.1007/978-3-031-23690-7_11,Mining Attribute-Based Access Control Policies,,Maryam Davari; Mohammad Zulkernine,Lecture notes in computer science,2022,7,https://openalex.org/W4312433134,,W4312433134
10.1007/978-3-319-64701-2_19,Safety of ABAC $$_\alpha $$ Is Decidable,,Tahmina Ahmed; Ravi Sandhu,Lecture notes in computer science,2017,8,https://openalex.org/W2737107652,,W2737107652
10.1145/3205977.3205980,Efficient Extended ABAC Evaluation,"A main challenge of attribute-based access control (ABAC) is the handling of missing information. Several studies show that the way standard ABAC mechanisms (e.g., XACML) handle missing information is flawed, making ABAC policies vulnerable to attribute-hiding attacks. Recent work addressed the problem of missing information in ABAC by introducing the notion of extended evaluation, where the evaluation of a query considers all possible ways of extending that query. This method counters attribute-hiding attacks, but a naïve implementation is intractable, as it requires an evaluation of the whole query space. In this paper, we present an efficient extended ABAC evaluation method that relies on the encoding of ABAC policies as multiple Binary Decision Diagrams (BDDs), and on the specification of query constraints to avoid including the evaluation of queries that do not represent a valid state of the system. We illustrate our approach on two real-world case studies, which would be intractable with the original method and are analyzed in seconds with our method.",C. Morisset; Tim A. C. Willemse; Nicola Zannone,,2018,10,https://openalex.org/W2805861968,,W2805861968
10.1109/iccia.2010.6141607,Attribute mapping for cross-domain access control,"Role mapping theory is an attracting approach for cross-domain authorization (access control). However, it is only applicable to domains that employ role-based access control (RBAC) model. In this paper, an attribute mapping theory for cross-domain authorization is introduced. It is based upon attribute-based access control (ABAC) model, and expressed in terms of attribute mapping rules. It is a general cross-domain authorization approach that accommodates various kinds of access control models. Furthermore, method to optimize the attribute mapping rules is proposed, and an implementation of the attribute mapping theory is presented.",Yihong Long; Zhihong Tang; Xu Liu,,2010,6,https://openalex.org/W2541915789,,W2541915789
10.48550/arxiv.2009.02933,Attribute-Based Access Control for Smart Cities: A Smart Contract-Driven Framework,"Efficient and reliable access control in smart cities is critical for the protection of various resources for decision making and task execution. Existing centralized access control schemes suffer from the limitations of single point of failure, low reliability and poor scalability. This paper therefore proposes a distributed and reliable access control framework for smart cities by combining the blockchain smart contract technology and the Attribute-Based Access Control (ABAC) model. The framework consists of one Policy Management Contract (PMC) for managing the ABAC policies, one Subject Attribute Management Contract (SAMC) for managing the attributes of subjects (i.e., entities accessing resources), one Object Attribute Management Contract (OAMC) for managing the attributes of objects (i.e., resources being accessed), and one Access Control Contract (ACC) for performing the access control. To show the feasibility of the proposed framework, we construct a local private Ethereum blockchain system to implement the four smart contracts and also conduct experiments to evaluate the monetary cost as well as to compare the proposed framework with an existing Access Control List (ACL)-based scheme. The experimental results show that although the proposed scheme consumes more money than the ACL-based scheme at the deployment stage, it introduces less monetary cost during the system running especially for large-scale smart cities.",Yuanyu Zhang; Mirei Yutaka; Masahiro Sasabe; Shoji Kasahara,arXiv (Cornell University),2020,5,https://openalex.org/W3083349453,https://arxiv.org/pdf/2009.02933,W3083349453
10.1109/blockchain55522.2022.00040,Decentralized Authorization using Hyperledger Fabric,"Access control in multi-user web service applications is an important problem. Access control methods ensure that only authorised users have access to data and resources by deciding whether to give access to a resource or not by verifying credentials of the entity requesting access. In several real-world situations, these credentials may not be available within a single authority and it may require verification through multiple authorities. In this paper, we propose a decentralized framework using Hyperledger Fabric and Attribute Based Access Control (ABAC) to verify access requests through multiple authorities in a decentralized manner. Hyperledger Fabric enables transparent authorization and immutability of credentials and ensures a secure operation between authorities. Each authority can safely store the credentials in their own Hyperleger Fabric network and our framework performs access requests by automating the end-to-end process of authorization across multiple authorities. The framework can be extended to perform access requests across any number of authorities and is applicable to any attribute based access control use case. We implemented a prototype of the framework using Hyperledger Fabric and the results validate the performance of the proposed approach.",Muthukur Venkata Akhil Vasishta; Balaji Palanisamy; Shamik Sural,,2022,9,https://openalex.org/W4296340325,,W4296340325
10.1145/2613087.2613109,Attribute based access control for APIs in spring security,"The widespread adoption of Application Programming Interfaces (APIs) by enterprises is changing the way business is done by permitting the implementation of a multitude of apps, customized to user needs. While supporting a more flexible exploitation of available data, services and applications developed on top of APIs are vulnerable to a variety of attacks, ranging from SQL injection to unauthorized access of sensitive data. Available security solutions must be re-used and/or adapted to work with APIs. In this paper, we focus on the development of a flexible access control mechanism for APIs. This is an important security mechanism to guarantee the enforcement of authorization constraints on resources while invoking their API functions. We have developed an extension of the Spring Security framework, the standard for securing services and apps built in the popular (open source) Spring framework, for the specification and enforcement of Attribute-Based Access Control (ABAC) policies. We demonstrate our work with scenarios arising in a smart energy eco-system.",Alessandro Armando; Roberto Carbone; Eyasu Getahun Chekole; Silvio Ranise,,2014,13,https://openalex.org/W2012592542,,W2012592542
10.1007/978-3-642-37804-1_30,Protecting Sensitive Attributes in Attribute Based Access Control,,Guoping Zhang; Jing Liu; Jianbo Liu,Lecture notes in computer science,2013,8,https://openalex.org/W1465130679,,W1465130679
10.1145/3512753.3512754,A semantic-based access control approach for systems of systems,"Access control management in a System of Systems---i.e., a collaborative environment composed of a multitude of distributed autonomous organizations---is a challenging task. To answer the challenge, in this paper we propose a novel approach that incorporates semantic technologies in the Attribute-Based Access Control (ABAC) approach. Building on the basic principles of ABAC, our approach allows for a highly expressive modeling of the context in which access decisions are made, by providing mechanisms to describe rich relationships among entities, which can evolve over time. In addition, our system works in a truly decentralized manner, which makes it suitable for geographically distributed enterprise systems. We show the feasibility in practice of our approach through some experimental results.",Mersedeh Sadeghi; Luca Sartor; Matteo Rossi,ACM SIGAPP Applied Computing Review,2021,9,https://openalex.org/W4205863652,,W4205863652
10.1109/iaeac50856.2021.9390662,A Novel Access Control for Internet of Things Based on Blockchain Smart Contract,"Since more and more devices join the Internet of Things(IoT) network, a large amount of user sensitive data is generated. The leakage of these data will cause very serious consequences. Traditional access control is prone to single point of failure. The existing researches on the combination of blockchain and access control have some disadvantages, such as the difficulty of managing access rights, inefficient access efficiency, and the difficulty of supporting lightweight IOT devices. This paper proposes an IoT access control model based on blockchain smart contract, called SCBAC. Firstly, by adopting the idea of IoT Attributes Based Access Control(ABAC), the model supports a dynamic, fine-grained access control. Secondly, by deploying the access control strategy on the blockchain in the form of smart contracts, the computing pressure of IoT devices is reduced, so that the model can be applied to lightweight IoT devices and has tamper resistance and traceability characteristics. The idea of tokens is adopted into the strategy, and subjects obtain access rights by applying for tokens in advance, which improves access efficiency. In addition, Trust recommendation algorithm is adopted in the model, which effectively solves the problem of identity fraud in access control. Finally, we build a prototype system to verify this proposed model, through case analysis and security analysis, it shows that this access control model is effective and versatile. Furthermore, the model can be used as a reference for other IoT applications with access control security requirements.",Lihua Song; Zongke Zhu; Mengchen Li; Li Ma; Xinran Ju,,2021,10,https://openalex.org/W3155520457,,W3155520457
10.1109/tdsc.2023.3261309,Anonymity in Attribute-Based Access Control: Framework and Metric,"Anonymous access is an effective method for preserving privacy in access control. This study assumes that anonymous access control requires both frameworks and policies. Numerous solutions have been proposed for anonymous access at the framework level. In this study, these solutions are analyzed and quantified using a unified attribute-based access control (ABAC) anonymous access reference framework. Anonymous access at the framework level is the first line of defense, and inappropriate policies may undermine subject anonymity. An anonymity metric is proposed at the policy level to prevent authorization authority from re-identification using specific attributes and policies. The anonymity metric evaluates the risk of re-identifying a subject due to inappropriate access requests, as well as subject attribute assignment schemes and policies. This study is the first to focus on anonymity at the policy level in ABAC. Furthermore, a formal definition of anonymity suitable for ABAC is proposed. The feasibility of the proposed anonymity metric is verified through simulations.",Runnan Zhang; Gang Liu; Hongzhaoning Kang; Quan Wang; Bo Wan; Nan Luo,IEEE Transactions on Dependable and Secure Computing,2023,6,https://openalex.org/W4360897402,,W4360897402
10.1109/trustcom/bigdatase.2018.00092,A Temporal and Spatial Constrained Attribute-Based Access Control Scheme for Cloud Storage,"Cloud storage service allows data owners to store their (encrypted) data in a remote and may be untrusted cloud server. Attribute-Based Encryption (ABE) provides an excellent and flexible solution for data access control. As more and more applications evolved, ABE schemes may not handle all scenarios, in particular, if the access control has a time and location constraint. Time and location attributes are not as static as other general attributes. Existing ABE schemes cannot efficiently handle the continuous range of an attribute making it impractical for temporal and spatial constraints that are changing dynamically. In this paper, we propose a novel temporal and spatial constrained attribute-based access control (TSC-ABAC) scheme to solve this problem. Our system adopts a redesigned access structure and makes use of multi-dimensional range derivation function to match the time domain. This is the first ABE scheme that can efficiently handle time and location elements simultaneously. We further propose an extended TSC-ABAC scheme, which aims at reducing the decryption cost imposed on user. A thorough security and performance analysis shows that our design is secure and efficient. The result of our work could provide a feasible and practical data access control scheme for cloud storage services.",Zechao Liu; Zoe L. Jiang; Xuan Wang; Siu‐Ming Yiu; Ruoqing Zhang; Yulin Wu,,2018,7,https://openalex.org/W2891607949,,W2891607949
10.32604/cmc.2023.034671,Ether-IoT: A Realtime Lightweight and Scalable Blockchain-Enabled Cache Algorithm for IoT Access Control,"Several unique characteristics of Internet of Things (IoT) devices, such as distributed deployment and limited storage, make it challenging for standard centralized access control systems to enable access control in today’s large-scale IoT ecosystem. To solve these challenges, this study presents an IoT access control system called Ether-IoT based on the Ethereum Blockchain (BC) infrastructure with Attribute-Based Access Control (ABAC). Access Contract (AC), Cache Contract (CC), Device Contract (DC), and Policy Contract (PC) are the four central smart contracts (SCs) that are included in the proposed system. CC offers a way to save user characteristics in a local cache system to avoid delays during transactions between BC and IoT devices. AC is the fundamental program users typically need to run to build an access control technique. DC offers a means for storing the resource data created by devices and a method for querying that data. PC offers administrative settings to handle ABAC policies on users’ behalf. Ether-IoT, combined with ABAC and the BC, enables IoT access control management that is decentralized, fine-grained and dynamically scalable. This research gives a real-world case study to illustrate the suggested framework’s implementation. In the end, a simulation experiment is performed to evaluate the system’s performance. To ensure data integrity in dispersed systems, the results show that Ether-IoT can sustain high throughput in contexts with a large number of requests.",Hafiz Adnan Hussain; Zulkefli Mansor; Zarina Shukur; Uzma Jafar,"Computers, materials & continua/Computers, materials & continua (Print)",2023,8,https://openalex.org/W4361987581,https://www.techscience.com/cmc/v75n2/52045/pdf,W4361987581
10.3390/s24072267,SDACS: Blockchain-Based Secure and Dynamic Access Control Scheme for Internet of Things,"With the rapid growth of the Internet of Things (IoT), massive terminal devices are connected to the network, generating a large amount of IoT data. The reliable sharing of IoT data is crucial for fields such as smart home and healthcare, as it promotes the intelligence of the IoT and provides faster problem solutions. Traditional data sharing schemes usually rely on a trusted centralized server to achieve each attempted access from users to data, which faces serious challenges of a single point of failure, low reliability, and an opaque access process in current IoT environments. To address these disadvantages, we propose a secure and dynamic access control scheme for the IoT, named SDACS, which enables data owners to achieve decentralized and fine-grained access control in an auditable and reliable way. For access control, attribute-based control (ABAC), Hyperledger Fabric, and interplanetary file system (IPFS) were used, with four kinds of access control contracts deployed on blockchain to coordinate and implement access policies. Additionally, a lightweight, certificateless authentication protocol was proposed to minimize the disclosure of identity information and ensure the double-layer protection of data through secure off-chain identity authentication and message transmission. The experimental and theoretical analysis demonstrated that our scheme can maintain high throughput while achieving high security and stability in IoT data security sharing scenarios.",Qinghua Gong; Jinnan Zhang; Wei Zheng; Xinmin Wang; Xia Zhang; Xin Yan; Yang Liu; Liming Dong,Sensors,2024,9,https://openalex.org/W4393900652,https://www.mdpi.com/1424-8220/24/7/2267/pdf?version=1712124156,W4393900652
10.5220/0006815803330339,Context-aware and Attribute-based Access Control Applying Proactive Computing to IoT System,"ABAC allows for high flexibility in access control over a system through the definition of policies based on attribute values. In the context of an IoT-based system, these data can be supplied through its sensors connected to the real world, allowing for context-awareness. However, the ABAC model alone does not include proposals for implementing security policies based on verified and/or meaningful values rather than on raw data flowing from the sensors. Nor does it allow to implement immediate action on the system when some security flaw is detected, while this possibility technically exists if the system is equipped with actuators next to its sensors. We show how to circumvent these limitations by adding a proactive engine to the ABAC components, that runs rule-based scenarios devoted to sensor data pre-processing, to higher-level information storage in the PIP, and to real-time, automatic reaction on the system through its actuators when required.",Noé Picard; Jean-Noël Colin; Denis Zampuniéris,,2018,12,https://openalex.org/W2790530726,,W2790530726
10.54660/.ijfmr.2022.3.1.23-34,A Unified Framework for Risk-Based Access Control and Identity Management in Compliance-Critical Environments,"In today’s highly regulated digital ecosystems, compliance-critical environments—such as healthcare, finance, and government sectors—face increasing pressure to protect sensitive data while adhering to strict regulatory frameworks. Traditional access control mechanisms, often rigid and static, are inadequate for dynamically changing risk landscapes and evolving threat vectors. This paper proposes a unified framework for Risk-Based Access Control (RBAC) and Identity Management (IDM) that integrates context-aware decision-making, real-time risk assessment, and adaptive policy enforcement to enhance security and compliance. The proposed framework leverages machine learning models and rule-based engines to continuously evaluate risk based on user behavior, environmental factors, and system context. By integrating identity federation, multifactor authentication, and behavioral analytics, the system ensures that access decisions are dynamically tailored to the assessed risk level, significantly reducing unauthorized access incidents and data breaches. A modular architecture is employed, enabling seamless integration with existing identity management infrastructures and regulatory compliance engines, such as GDPR, HIPAA, and SOX. Furthermore, the framework supports granular policy definition and auditing capabilities to meet auditing requirements and ensure transparency in access decisions. To validate the framework, we conducted simulations in a compliance-critical financial environment using synthetic datasets mimicking real-world scenarios. Results demonstrate the framework’s effectiveness in reducing access latency, improving decision accuracy, and enhancing regulatory compliance adherence. Comparative analysis with conventional Role-Based Access Control (RBAC) and Attribute-Based Access Control (ABAC) models highlights the advantages of a risk-aware approach in dynamic environments. The research underscores the importance of aligning identity management with adaptive risk assessment mechanisms, particularly in high-stakes domains where data confidentiality, integrity, and availability are paramount. The proposed unified framework offers a scalable, intelligent, and compliance-ready solution to modern identity and access management challenges, paving the way for more resilient and responsive security architectures in critical sectors.",Oluchukwu Modesta Oluoha; Abisola Odeshina; Oluwatosin Reis; Friday Okpeke; Verlinda Attipoe; Omamode Henry Orieno,Journal of Frontiers in Multidisciplinary Research,2022,14,https://openalex.org/W4409265000,https://www.multidisciplinaryfrontiers.com/uploads/archives/20250408184820_FMR-2025-1-041.1.pdf,W4409265000
10.1109/ispdc.2016.33,Authorization Management in Multi-cloud Collaboration Using Attribute-Based Access Control,"Security in multi-cloud collaborative environment requires a fine-grained access control mechanism. Attribute Based Access Control (ABAC) is considered to be a suitable choice in such situations. However, identification of a correct set of ABAC rules is a crucial step in establishing secure collaborations among multiple clouds. In this paper, we formally define cross-domain rule mining as the problem of finding a minimal set of ABAC rules that allow access to the resources of one cloud by the users of another cloud. The problem is shown to be NP-Hard and a heuristic algorithm is proposed to solve it. Experiments on an extensive set of benchmark and synthetic data show encouraging results.",John C. John; Shamik Sural; Arobinda Gupta,,2016,7,https://openalex.org/W2607970240,,W2607970240
10.1109/nas.2010.18,A Trust Aware Grid Access Control Architecture Based on ABAC,"Grid system has many great security challenges such as access control. The attribute-based access control model (ABAC) has much merits that are more flexible, fine-grained and dynamically suitable to grid environment. As an important factor in grid security, trust is increasingly applied to management of security, especially in access control. This paper puts forward a novel trust model in multi-domain grid environment and trust factor was originally introduced into access control architecture of grid to extend classic ABAC model. By extending the authorization architecture of XACML, extended ABAC based access control architecture for grid was submitted. In our experiment, the increase and decrease of trust are non-symmetrical and the trust model is sensitive to the malicious attacks. It can effectively control the trust change of different nodes and the trust model can reduce effectively the damage of vicious attack.",Tiezhu Zhao; Shoubin Dong,,2010,6,https://openalex.org/W2145982662,,W2145982662
10.1109/ares.2007.31,Access Control Model for Web Services with Attribute Disclosure Restriction,"Web service is a programmable interface accessible through a network. In this paper we focus on the scenario in which different organizations use Web services to collaborate, share knowledge, integrate services and for providing value added services to customers. As a test case, we consider health care application in which different hospitals can give various types of services to other hospitals. We find attribute based access control (ABAC) model to be quite suitable for access control in Web services. However, there is a need to enforce user's security policy to decide only which attributes should be disclosed so that users can reveal their attributes to service providers according to their need. We extend the ABAC model with user attribute disclosure restriction and propose a framework for defining and applying security policies",Vipin Singh Mewar; Subhendu Aich; Shamik Sural,,2007,7,https://openalex.org/W2139735865,,W2139735865
10.3390/fi17060262,Enhancing Healthcare Security: A Unified RBAC and ABAC Risk-Aware Access Control Approach,"Healthcare systems are increasingly vulnerable to security threats due to their reliance on digital platforms. Traditional access control models like Role-Based Access Control (RBAC) and Attribute-Based Access Control (ABAC) have limitations in mitigating evolving risks in these systems. Despite their unique features, these models face limitations in mitigating evolving risks in healthcare systems. Traditional models are primarily oriented towards allocating permissions according to predetermined roles or policies, which results in challenges in effectively adapting to the dynamic complexities of modern healthcare ecosystems. Therefore, this paper proposes a novel risk-aware RBAC and ABAC access control model to enhance the flexibility, adaptability and security issues associated with healthcare systems. The proposed model integrates RBAC for role-based categorization, ABAC for fine-grained control based on user attributes and environmental factors, and Risk-Based Access Control (RiBAC) for dynamic risk assessment. The proposed model dynamically adjusts access permissions based on risk values, ensuring accurate and adaptable access control decisions. The experimental results demonstrate the feasibility and effectiveness of the proposed model in granting access to authorized users while denying access to unauthorized users. Through a series of 43 experiments that simulate various scenarios of access control operations in the healthcare system, the proposed model demonstrates significant improvement in the accuracy, precision, and recall of access control decisions compared to traditional models. The proposed model’s ability to dynamically assess risk and adjust access permissions based on contextual factors significantly enhances its ability to mitigate threats and protect sensitive medical data.",Hany F. Atlam; Yifu Yang,Future Internet,2025,6,https://openalex.org/W4411353283,https://www.mdpi.com/1999-5903/17/6/262/pdf?version=1749902741,W4411353283
10.1002/cpe.4199,Attribute‐based access control management for multicloud collaboration,"Summary Security of applications has been identified as one of the major concerns in today's multicloud collaborative environment. These applications are often bounded by the constraints of the disparate cloud domains they are deployed in. A fine‐grained access control mechanism such as attribute‐based access control (ABAC) is considered to be an appropriate choice for authorization management in this context. However, identifying a suitable set of ABAC rules, often called rule mining, is a critical step in building ABAC‐based systems. We propose 2 approaches for intercloud rule formation in ABAC. In the first approach, we consider cross domain rule mining as the problem of forming a minimal set of positive authorizations only. The second approach shows the advantage of developing deny rules along with positive authorizations in reducing the total number of rules, and hence, the response time for evaluating access requests. The problem is proved to be NP‐hard. Heuristic solutions are proposed and evaluated on benchmark datasets showing encouraging results.",John C. John; Shamik Sural; Arobinda Gupta,Concurrency and Computation Practice and Experience,2017,8,https://openalex.org/W2732613530,,W2732613530
