doi,title,abstract,authors,venue,year,citations,url,pdf_url,paperId
10.1109/TrustCom63139.2024.00276,DTAME: A Interpretable and Efficient Approach for ABAC Policy Mining and Evaluation Using Decision Trees,"Attribute-Based Access Control (ABAC) has been chosen to replace the traditional access control model due to its dynamics, flexibility and scalability recently. However, during the migration and deployment process of ABAC policies, the key issue is how to mine accurate access control policies and quickly evaluate the policies when an access request arrives. Previous approaches typically addressed these two aspects separately, and the emergence of integrated solutions has provided new insights for addressing this issue. However, despite the high accuracy of the integrated solution in policy evaluation, it still falls short in terms of interpretability and performance. Therefore, this paper proposes a decision tree based ABAC policy mining and policy evaluation (DTAME) scheme, which employs different policy mining and evaluation algorithms based on various datasets. For access control lists, we utilize decision tree algorithms to mine ABAC policies and conduct policy evaluations based on policy trees. For access control logs, we adopt a decision tree to achieve performance approximating that of XGBoost. Experimental results show that the scheme offers superior interpretability and policy evaluation performance at the expense of a certain degree of accuracy.",Zejun Lan; Jianfeng Guan; Xianming Gao; Tao Feng; Kexian Liu; Jianbang Chen,"International Conference on Trust, Security and Privacy in Computing and Communications",2024,0,https://www.semanticscholar.org/paper/99065cb29a3a157fb7df80e2f02b7f8fea932ec0,,99065cb29a3a157fb7df80e2f02b7f8fea932ec0
10.1109/CSP58884.2023.00027,Inference Rules for Determined Decisions in Policy-Based ABAC Enforcement Systems,"Attribute-based access control (ABAC) model manages access to resources by policies. Incoming requests must satisfy some policy to be permitted to execute. Polices and requests are based on attributes, which are basic elements for constructing four components of each one, including Subject, Environment, Resource and Action. In XACML standard, for a given request the response can be one of the following values: Permit, Deny, Not Applicable and Indeterminate. The two last values are not decisive, bring no value to the requesters. We focus on the requests received Not Applicable in this article. Modifying the polices individually or rewriting the request by reducing the resource from the original one are solutions of existing studies. We theoretically introduce inference rules, which are applied to the policy set for computing the closure of it to evaluate whether the request is responded with firmed decision of permit or deny. Our proposals guide the security administrators in building the policy set satisfying an important property called completeness - the ability to be able to give determined responses to all the possible legal requests in the real world. In addition, we find out other necessary properties of the policy set and suggest the algorithms for ensuring some of them.",Bach-Hue Pham; Toan-Thinh Truong; Minh Tran,"International Conference on Cryptography, Security and Privacy",2023,0,https://www.semanticscholar.org/paper/99731bca32d7096e425c78a01230bf4e4bc4eec8,,99731bca32d7096e425c78a01230bf4e4bc4eec8
10.1145/3136825.3136877,A universal cloud user revocation scheme with key-escrow resistance for ciphertext-policy attribute-based access control,,N. H. Sultan; F. Barbhuiya; N. Sarma,International Conference on Security of Information and Networks,2017,5,https://www.semanticscholar.org/paper/99985f671bf3852bb02c57d32bcd602f73f30653,,99985f671bf3852bb02c57d32bcd602f73f30653
10.4108/EAI.20-3-2018.154370,Fine-Grained Access Control for Smart Healthcare Systems in the Internet of Things,"There has been tremendous growth in the application of the Internet of Things (IoT) in our daily lives. Yet with this growth has come numerous security concerns and privacy challenges for both the users and the systems. Smart devices have many uses in a healthcare system, e.g. collecting and reporting patient data and controlling the administration of treatment. In this paper, we address the speciﬁc security issue of access control for smart healthcare systems and the protection of smart things from unauthorised access in such large scale systems. Commonly used access control approaches e.g. Role-Based Access Control (RBAC), Attribute-Based Access Control (ABAC) and Capability-Based Access Control (CapBAC) do not, in isolation, provide a complete solution for securing access to IoT-enabled smart healthcare devices. They may, for example, require an overly-centralised solution or an unmanageably large policy base. We propose a novel access control architecture which improves policy management by reducing the required number of authentication policies in a large-scale healthcare system while providing ﬁne-grained access control. The devised access control model employs attributes, roles and capabilities. We apply attributes for role membership assignment and in permission evaluation. Membership of roles grants capabilities. The capabilities which are issued may be parameterised based on attributes of the user and are then used to access speciﬁc services provided by things . We also provide a formal speciﬁcation of the model and a description of its implementation and demonstrate its application through di ﬀ erent use-case scenarios. The evaluation results of core functionality of our architecture are provided with the practical testbed experiments.",S. Pal; M. Hitchens; V. Varadharajan; T. Rabehaja,EAI Endorsed Trans. Ind. Networks Intell. Syst.,2018,21,https://www.semanticscholar.org/paper/99a5c0a1ba20124161d8cbe355181522c2f2f562,http://eudl.eu/pdf/10.4108/eai.20-3-2018.154370,99a5c0a1ba20124161d8cbe355181522c2f2f562
10.1007/s11280-022-01130-2,DACAS: integration of attribute-based access control for northbound interface security in SDN,,Yifan Liu; Bo Zhao; Yang An; Jiabao Guo,World wide web (Bussum),2023,7,https://www.semanticscholar.org/paper/99aa95f2481236146dad7e2b8fb788859312f63f,,99aa95f2481236146dad7e2b8fb788859312f63f
10.1155/2021/3970485,Efficient Access Control Permission Decision Engine Based on Machine Learning,"Access control technology is critical to the safe and reliable operation of information systems. However, owing to the massive policy scale and number of access control entities in open distributed information systems, such as big data, the Internet of Things, and cloud computing, existing access control permission decision methods suffer from a performance bottleneck. Consequently, the large access control time overhead affects the normal operation of business services. To overcome the above-mentioned problem, this paper proposes an efficient permission decision engine scheme based on machine learning (EPDE-ML). The proposed scheme converts the attribute-based access control request into a permission decision vector, and the access control permission decision problem is transformed into a binary classification problem that allows or denies access. The random forest algorithm is used to construct a vector decision classifier in order to establish an efficient permission decision engine. Experimental results show that the proposed method can achieve a permission decision accuracy of around 92.6% on a test dataset, and its permission decision efficiency is significantly higher than that of the benchmark method. In addition, its performance improvement becomes more obvious as the scale of policy increases.",Ao-di Liu; Xuehui Du; Na Wang,Secur. Commun. Networks,2021,25,https://www.semanticscholar.org/paper/99d4ef2d09736a2258c37322ece5174f9b24f326,https://downloads.hindawi.com/journals/scn/2021/3970485.pdf,99d4ef2d09736a2258c37322ece5174f9b24f326
10.1007/978-3-319-15934-8_24,Evolutionary Inference of Attribute-Based Access Control Policies,,Eric Medvet; Alberto Bartoli; B. Carminati; E. Ferrari,International Conference on Evolutionary Multi-Criterion Optimization,2015,50,https://www.semanticscholar.org/paper/99eae824cf013404e709c4a4b81184cbcf63d18e,,99eae824cf013404e709c4a4b81184cbcf63d18e
10.1007/978-3-642-41205-9_11,Extending Attribute Based Access Control to Facilitate Trust in eHealth and Other Applications,,J. Longstaff,,2013,2,https://www.semanticscholar.org/paper/99f86142f13d2bd3952a6d2eebaa0d3930797dc1,,99f86142f13d2bd3952a6d2eebaa0d3930797dc1
10.1007/978-3-030-31511-5_2,Audit-Based Access Control with a Distributed Ledger: Applications to Healthcare Organizations,,Umberto Morelli; Silvio Ranise; Damiano Sartori; Giada Sciarretta; A. Tomasi,International Workshop on Security and Trust Management,2019,7,https://www.semanticscholar.org/paper/9a3bda694e88c3b17658ff223833609663cae3ee,,9a3bda694e88c3b17658ff223833609663cae3ee
10.5220/0002578103490354,User-Centric Adaptive Access Control and Resource Configuration for Ubiquitous Computing Environments,,Mike White; B. Jennings; S. Meer,International Conference on Enterprise Information Systems,2005,2,https://www.semanticscholar.org/paper/9a4020e1028a17326211b5d3a1c10f99681323f6,http://repository.wit.ie/669/1/vdm2005c-iceis.pdf,9a4020e1028a17326211b5d3a1c10f99681323f6
,ENABLING ATTRIBUTE BASED ACCESS CONTROL WITHIN THE INTERNET OF THINGS (IOT),,Marwah Hemdi,,2016,0,https://www.semanticscholar.org/paper/9a6291b4bb7be26d760be924c7acc240a197517e,,9a6291b4bb7be26d760be924c7acc240a197517e
10.48550/arXiv.2412.01196,A Hybrid BPMN-DMN Framework for Secure Inter-organizational Processes and Decisions Collaboration on Permissioned Blockchain,"In the rapidly evolving digital business landscape, organizations increasingly need to collaborate across boundaries to achieve complex business objectives, requiring both efficient process coordination and flexible decision-making capabilities. Traditional collaboration approaches face significant challenges in transparency, trust, and decision flexibility, while existing blockchain-based solutions primarily focus on process execution without addressing the integrated decision-making needs of collaborative enterprises. This paper proposes BlockCollab, a novel model-driven framework that seamlessly integrates Business Process Model and Notation (BPMN) with Decision Model and Notation (DMN) to standardize and implement collaborative business processes and decisions on permissioned blockchain platforms. Our approach automatically translates integrated BPMN-DMN models into smart contracts(SCs) compatible with Hyperledger Fabric, enabling privacy-aware multi-organizational process execution through blockchain-based Attribute-Based Access Control (ABAC). The framework introduces three key innovations: (1) a standardized method for modeling collaborative processes and decisions using integrated BPMN-DMN model, (2) an automated SC generator that preserves both process logic and decision rules while maintaining privacy constraints, and (3) a hybrid on-chain/off-chain execution environment that optimizes collaborative workflows through secure data transfer and external system integration. Experimental evaluation across 11 real-world collaboration scenarios demonstrates that our approach achieves 100\% accuracy in process execution. Furthermore, an analysis of various execution processes highlights the strong practical applicability and reliability of our approach. The proposed framework includes an open-source third-party collaboration platform based on blockchain.",Xinzhe Shen; Jiale Luo; Hao Wang; Mingyi Liu; S. Dustdar; Zhongjie Wang,arXiv.org,2024,2,https://www.semanticscholar.org/paper/9a693dc1a520723260c88d5379a28352f49ae7e1,,9a693dc1a520723260c88d5379a28352f49ae7e1
10.1109/CSITSS67709.2025.11295502,Privacy-Preserving Deep Packet Inspection for Ethical Cybersecurity,"National cyberspace borders must be monitored vigorously as cyber threats become more sophisticated. However, this requirement often contradicts the basic entitlement to privacy. A Privacy-Preserving Deep Packet Inspection (DPI) architecture is proposed by this research to allow for the secure monitoring of network traffic while maintaining user confidentiality. By combining machine learning with metadata fingerprinting and encrypted traffic analysis, the system can identify and classify threats even when payloads are hidden. This approach emphasizes the importance of transparency and accountability by utilizing role-based access control, semantic policy enforcement, and justification-related logging. Precisely Guided Signature Matching (PGSM and Attribute-Based Access Control (ABAC) are employed by the system to minimize unnecessary data exposure while maintaining high throughput and detection precision. The balance between real-time monitoring, scalable rule enforcement and compliance with legal and ethical principles is achieved through this architecture, which stands in contrast to traditional DPI approaches that prioritize visibility over privacy.",G. Vanthana; Harshitha T L; Shalini V; Sai Kruthi T; Rakshitha N K,2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions (CSITSS),2025,0,https://www.semanticscholar.org/paper/9accf38001128fb24641cd710ba79c72fc76fd58,,9accf38001128fb24641cd710ba79c72fc76fd58
10.1109/BigDataService58306.2023.00020,Attribute-based access control rules supported by biclique patterns,"Technological trends demand the integration of the Attribute-based Access Control (ABAC) model in security systems, which makes possible the definition of high-granularity rules by combining attribute-values of different entities. Instead of establishing ABAC rules from scratch, an attainable solution is to generate rules automatically by detecting attribute-value patterns in the existing permissions recorded in access logs. The patterns employed in the literature are supported by frequency, so only frequent attribute-value patterns are good candidates for creating rules. However, they are not convenient when most of the attribute-values are not frequent in the security system, since it will be required a too low frequency support to cover a considerable portion of the access log. On the other hand, increasing the frequency support will leave many resources without rules when most of the resources in the system have few requesters. We propose an alternative procedure that supports ABAC rules by means of graph-patterns extracted from the topology induced by the interaction of users and resources in the log. This new pattern consists of a subset of connected bicliques that share attribute-values. Our strategy tested on two real access logs is capable of covering more resources with few requesters than the frequency-based approach, and it does not suffer rule explosion.",Abner Perez-Haro; A. Díaz-Pérez,International Conference on Big Data Computing Service and Applications,2023,2,https://www.semanticscholar.org/paper/9ae33eb76ee1a3c5b9139a0402c60b1c5620203e,,9ae33eb76ee1a3c5b9139a0402c60b1c5620203e
10.1109/ICC.2019.8761830,Context-Aware Adaptive Authentication and Authorization in Internet of Things,"The rapid technological advancements in wireless communications, ubiquitous sensing and mobile networking have paved the way for the emergence of the Internet of Things (IoT) era, where “anything” can be connected “anywhere” at “anytime”. However, the flourish of IoT still faces various security and privacy preserving challenges that need to be addressed. In such pervasive and heterogeneous environment where the context conditions dynamically and frequently change, efficient and context-aware mechanisms are required to meet the users' changing needs. Therefore, it seems crucial to design an adaptive access control scheme in order to remotely control smart things while considering the dynamic context changes. In this paper, we propose a Context-Aware Attribute-Based Access Control (CAABAC) approach that incorporates the contextual information with the Ciphertext-Policy Attribute-based Encryption (CP-ABE) to ensure data security and provide an adaptive contextual privacy. From a security perspective, the proposed scheme satisfies the security requirements such as confidentiality, context-aware privacy, and resilience against key escrow problem. Performance analysis proves the efficiency and the effectiveness of the proposed scheme compared to benchmark schemes in terms of storage, communication and computational cost.",A. Arfaoui; S. Cherkaoui; A. Kribèche; Sidi-Mohammed Senouci; Mohamed Hamdi,ICC 2019 - 2019 IEEE International Conference on Communications (ICC),2019,22,https://www.semanticscholar.org/paper/9ae88d59bd06a82b3f6ca008e2b8da9f3994082a,https://hal.archives-ouvertes.fr/hal-02556891/file/Arfaoui2019.pdf,9ae88d59bd06a82b3f6ca008e2b8da9f3994082a
10.1002/cpe.70105,Attribute‐Based Access Control With Credible Outsourcing and Collusion‐Resistant Revocation Based on Blockchain for Iomt,"The maturity of cloud computing and the Internet of Things (IoT) has greatly facilitated the growth of the healthcare industry. Nowadays, Personal Health Records (PHRs) collected by the Internet of Medical Things (IoMT) are shared with healthcare institutions through the public cloud. Ciphertext‐Policy Attribute‐Based Encryption (CP‐ABE) can protect PHRs' confidentiality while promoting sharing efficiency. However, current schemes suffer from high computation overhead and data leakage caused by privilege revocation. This paper proposes a CP‐ABE scheme with credible outsourcing and collusion‐resistant revocation based on blockchain for IoMT. Most encryption and decryption operations are outsourced to the cloud server, and the outsourced computation correctness is verified by the blockchain credibly. The user needs to perform only two exponential operations in encryption and one exponential operation in decryption. Furthermore, we no longer use the cloud server to update the ciphertext in privilege revocation to avoid data leakage. Meanwhile, we add a ciphertext private key SKct$$ S{K}_{ct} $$ bound to the ciphertext to perform decryption together with the attribute private key. Only users whose attributes satisfy the policy can obtain SKct$$ S{K}_{ct} $$ , and the smart contract credibly verifies this process. The revoked user cannot decrypt the ciphertext due to the lack of SKct$$ S{K}_{ct} $$ . We performed a rigorous security analysis of our scheme, encompassing confidentiality, collusion resistance, revocability, and blockchain, which collectively validate the robustness and security of our approach. What is more, we benchmarked our scheme against state‐of‐the‐art approaches in terms of storage, communication, and computation. The results demonstrate that our scheme maintains competitive performance across all metrics.",Zhaoqian Zhang; Di Wu; Shang Gao,Concurrency and Computation,2025,0,https://www.semanticscholar.org/paper/9aed6fe2abf324185eb0a60448936004471a4771,,9aed6fe2abf324185eb0a60448936004471a4771
10.1007/978-3-319-03491-1_6,Towards Policy Engineering for Attribute-Based Access Control,,Leanid Krautsevich; A. Lazouski; F. Martinelli; A. Yautsiukhin,International Conference on Trusted Systems,2013,6,https://www.semanticscholar.org/paper/9b1c14d7b3900f410acc6a2008c5b99a56f58d71,,9b1c14d7b3900f410acc6a2008c5b99a56f58d71
10.1109/ICMSS.2010.5577342,Attribute-Based Access Control Model for Web Services in Multi-Domain Environment,,Lanjing Wang; Baoyi Wang,2010 International Conference on Management and Service Science,2010,7,https://www.semanticscholar.org/paper/9b1cc782113dcbf45b67cb5acb0f126cc8251208,,9b1cc782113dcbf45b67cb5acb0f126cc8251208
10.1007/978-3-031-06975-8_21,Towards Supporting Attribute-Based Access Control in Hyperledger Fabric Blockchain,,Amshumaan Pericherla; Proteet Paul; S. Sural; Jaideep Vaidya; V. Atluri,IFIP International Information Security Conference,2022,1,https://www.semanticscholar.org/paper/9b2ce65d0430e2f3f87c8cf43f1599e568f76efb,,9b2ce65d0430e2f3f87c8cf43f1599e568f76efb
,Privacy-preserving access control for sharing health data in cloud environment,,Insaf Boumezbeur; Karim Zarour,RIF,2019,2,https://www.semanticscholar.org/paper/9b44ee93100df141c57e1434306a96b7147f0347,,9b44ee93100df141c57e1434306a96b7147f0347
,Attribute-based access control for smart grids and industrial automation and control systems,,J. Sassmannshausen,,2020,0,https://www.semanticscholar.org/paper/9b88c1af88ac06ddc2f4f0d73295882939260c1c,,9b88c1af88ac06ddc2f4f0d73295882939260c1c
10.1007/978-3-540-76890-6_53,A Role and Attribute Based Access Control System Using Semantic Web Technologies,,L. Cirio; I. Cruz; R. Tamassia,OTM Workshops,2007,83,https://www.semanticscholar.org/paper/9bee187baf6b0e9384cadb74156faf3923830dd2,http://www.cs.uic.edu/~ifc/webpapers/swws07-camera.pdf,9bee187baf6b0e9384cadb74156faf3923830dd2
10.1109/ACCESS.2022.3217201,SmartAccess: Attribute-Based Access Control System for Medical Records Based on Smart Contracts,"Cross-organisation data sharing is challenging because all the involved organisations must agree on ‘how’ and ‘why’ the data is processed. Due to a lack of transparency, the organisations need to trust that others comply with the agreements and regulations. We propose to exploit blockchain and smart contracts technologies to define an Attribute-Based Access Control System for cross-organisation medical records sharing, coined SmartAccess. SmartAccess offers joint agreement over access policies and dynamic access control besides blockchain transparency and auditability. We leverage the Attribute-Based Access Control model to implement smart contracts. We deploy and test them on a private and permissioned blockchain, transforming the access control process into a distributed smart contract execution. This paper proposes the SmartAccess system and its application in two healthcare use cases. We introduce the threat model and perform a security analysis of the system. To demonstrate the feasibility of our proposal, we implement a proof-of-concept of the smart contracts, written in Solidity language, with a size-efficient policy representation, and analyse the complexity and scalability of the contracts’ functions. Furthermore, we present performance results, measuring the latency and throughput of the transactions to execute the access control functions with different blockchain network consensus setups. We also compare the performance of the SmartAccess system against two open-source Solidity implementations of smart contract-based access control, Role-based Access Control and Access Control List. Finally, we discuss the strengths and drawbacks of our proposal. SmartAccess requires the overhead of a decentralised system, but the trade-off is transparency, regulation compliance and auditability for complex cross-organisation data sharing.",Marcela Tuler de Oliveira; L. Reis; Yiannis Verginadis; D. M. F. Mattos; S. Olabarriaga,IEEE Access,2022,36,https://www.semanticscholar.org/paper/9c7429d1e778a6680ffe6c544019f686ba3a9555,https://ieeexplore.ieee.org/ielx7/6287639/6514899/09930340.pdf,9c7429d1e778a6680ffe6c544019f686ba3a9555
10.1109/ICPADS56603.2022.00048,A Cross Data Center Access Control Model by Constructing GAS on Blockchain,"With the rapid development of cloud computing, big data, and mobile Internet technology, data sharing across different data centers is increasingly urgent. Meanwhile, data security risks such as unauthorized access and data abuse bring serious challenges to data security sharing. Due to its poor scalability, traditional access control technology cannot play its role in the distributed computing paradigms with massive data and dynamic network environment. Attribute-based access control (ABAC) model is a potential candidate for data sharing cross data centers. But it still faces some challenges, such as different attribute semantics among data centers, and slow query speed of attributes and policies. This paper proposes an architecture for access control across data centers by constructing a global attribute set (GAS) on the blockchain to manage attributes and policies. To achieve a high efficiency, the scheme utilizes world state rather than block for query of data attributes and policies, and employs trust degree to pre authorization. Security analysis and experimental results show that the model is secure and practicable.",Shujiang Xu; Chaoyang Zhang; Lianhai Wang; Shuhui Zhang; Wei Shao,International Conference on Parallel and Distributed Systems,2023,0,https://www.semanticscholar.org/paper/9c8a69929e269751a222a84e6603cca033bc9ac8,,9c8a69929e269751a222a84e6603cca033bc9ac8
,Semantic Attribute Based Access Control,,Ugur Bayram,,2020,1,https://www.semanticscholar.org/paper/9cb03cbee35ffbc0e0566bce4ce9261e9ed32b10,,9cb03cbee35ffbc0e0566bce4ce9261e9ed32b10
10.1109/ICBDS61829.2024.10837149,Secure and Transparent Blockchain Donations: An Attribute-Based Access Control (ABAC) Framework for Enhanced Donor Control,"This paper proposes a novel Attribute-Based Access Control (ABAC) framework tailored for blockchain philanthropy platforms, addressing the limitations of traditional Role-Based Access Control (RBAC) systems. Utilizing a consortium blockchain network, the framework ensures secure and transparent management of charitable donations, enabling donor control and aligning contributions with philanthropic goals. Cryptographic techniques enforce access control policies based on donor attributes, enhancing security and accountability. Experimental results demonstrate the framework’s efficiency, low storage, computation overheads, scalability, and ability to handle moderate transaction volumes effectively. Future research will focus on integrating the system with existing platforms and exploring privacy-preserving ABAC techniques.",Swati Jadhav; Nitin Pise,2024 IEEE International Conference on Blockchain and Distributed Systems Security (ICBDS),2024,1,https://www.semanticscholar.org/paper/9cbfc12e3b3ee7947f23315e69400715a9e476ff,,9cbfc12e3b3ee7947f23315e69400715a9e476ff
10.1109/ICDICI66477.2025.11135359,Fine-Grained Security in Distributed Systems: An ABAC Implementation for Microservice Architectures,"Attribute-Based Access Control (ABAC) provides a robust and flexible security framework that facilitates precise, context-aware access control by evaluating various dynamic attributes related to users, resources, and environmental factors. Their applications are used in microservices and offer a scalable solution for securing distributed systems, addressing the limitations of earlier role-based access control in managing complex and multi-dimensional access policies. This paper discusses developing and deploying an ABAC model designed explicitly for microservices, incorporating policy engines, attribute-driven rules, and contextual parameters such as time, location, and user behavior to make accurate access control decisions. Integrating ABAC into a microservices architecture enables organizations to enhance security, simplify policy management, and maintain compliance with changing regulatory standards, all while preserving performance and scalability.",Vineeth Gogineni; Sowmya Mupparaju,2025 6th International Conference on Data Intelligence and Cognitive Informatics (ICDICI),2025,0,https://www.semanticscholar.org/paper/9d3aebf73c973646156579431273ab8e902b66a3,,9d3aebf73c973646156579431273ab8e902b66a3
10.4108/eetsis.v5i16.1560,Supervised Learning-Based Approach Mining ABAC Rules from Existing RBAC Enabled Systems,"Attribute-Based Access Control (ABAC) is an emerging access control model. It is the more flexible, scalable, and most suitable access control model for today’s large-scale, distributed, and open application environments. It has become an emerging research area nowadays. However, Role-Based Access Control (RBAC) has been the most widely used and general access control model so far. It is simple in administration and policy definition. But user-to-role assignment process of RBAC makes it non-scalable for large-scale organizations with a large number of users. To scale up the growing organization, RBAC needs to be transformed into ABAC. Transforming existing RBAC systems into ABAC is complicated and time-consuming. In this paper, we present a supervised machine learning-based approach to extract attribute-based conditions from the existing RBAC system to construct ABAC rules at the primary level and simplify the process of the transforming RBAC system to ABAC.",G. Sahani; Chirag S. Thaker; Sanjay M. Shah,EAI Endorsed Transactions on Scalable Information Systems,2022,6,https://www.semanticscholar.org/paper/9d5e6188db0365ac576d97ae760912444fbc4849,https://publications.eai.eu/index.php/sis/article/download/1560/2214,9d5e6188db0365ac576d97ae760912444fbc4849
,Access Control in Utilizing Fog Computing for Transport Infrastructure,,Stavros Salonikias; I. Mavridis; D. Gritzalis,,2015,0,https://www.semanticscholar.org/paper/9d7be8e93ebe1cf6b4bcca8ed73860ecb50c1296,,9d7be8e93ebe1cf6b4bcca8ed73860ecb50c1296
10.1109/ISMICT.2018.8573699,Fine Grained Attribute Based Access Control of Healthcare Data,,Edward Mrema; Vimal Kumar,International Symposium on Medical Information and Communication Technology,2018,4,https://www.semanticscholar.org/paper/9d7c2c5d3fb467b59e15eefb537a4593dbd10a94,,9d7c2c5d3fb467b59e15eefb537a4593dbd10a94
10.1109/ICCIC.2016.7919618,A dynamic attribute-based risk aware access control model (DA-RAAC) for cloud computing,,Dr Rajanikanth Aluvalu; Lakshmi Muddana,International Conference on Computational Intelligence and Computing Research,2016,10,https://www.semanticscholar.org/paper/9da478f7595a1232a425d12d8a20f20c23b3dd68,,9da478f7595a1232a425d12d8a20f20c23b3dd68
10.4108/ICST.COLLABORATECOM.2012.250402,WiseShare: A collaborative environment for knowledge sharing governed by ABAC policies,,Hakima Ould-Slimane; M. Bande; H. Boucheneb,International Conference on Collaborative Computing,2012,3,https://www.semanticscholar.org/paper/9db3356fae2a0b27ee0745fcd00fef24588316f6,http://eudl.eu/pdf/10.4108/icst.collaboratecom.2012.250402,9db3356fae2a0b27ee0745fcd00fef24588316f6
10.1109/Blockchain.2019.00015,Access Control for Electronic Health Records with Hybrid Blockchain-Edge Architecture,"The global Electronic Health Record (EHR) market is growing dramatically and expected to reach $39.7 billions by 2022. To safe-guard security and privacy of EHR, access control is an essential mechanism for managing EHR data. This paper proposes a hybrid architecture to facilitate access control of EHR data by using both blockchain and edge node. Within the architecture, a blockchain-based controller manages identity and access control policies and serves as a tamper-proof log of access events. In addition, off-chain edge nodes store the EHR data and apply policies specified in Abbreviated Language For Authorization (ALFA) to enforce attribute-based access control on EHR data in collaboration with the blockchain-based access control logs. We evaluate the proposed hybrid architecture by utilizing Hyperledger Composer Fabric blockchain to measure the performance of executing smart contracts and ACL policies in terms of transaction processing time and response time against unauthorized data retrieval.",Hao Guo; Wanxin Li; Mark M. Nejad; Chien-Chung Shen,International Congress on Blockchain and Applications,2019,132,https://www.semanticscholar.org/paper/9db4ed0c4e24e9ce83fc7daae5647850ca1f163c,https://arxiv.org/pdf/1906.01188,9db4ed0c4e24e9ce83fc7daae5647850ca1f163c
10.1007/978-3-319-57186-7_7,Trust-ABAC Towards an Access Control System for the Internet of Things,,Hamdi Ouechtati; Nadia Ben Azzouna,Grid and Pervasive Computing,2017,20,https://www.semanticscholar.org/paper/9dc7d6346df7e689216ed03ad5897f254b64931c,,9dc7d6346df7e689216ed03ad5897f254b64931c
10.1145/3589608.3595081,Poster: Attribute Based Access Control for IoT Devices in 5G Networks,"The deployment of 5G technology has the potential to usher in a new era for the internet of things (IoT). The introduction of new use cases, such as massive machine-type communications (mMTC), referring to a large number of IoT devices, resulting in the increasing importance of 5G as the basic communication infrastructure for IoT. However, the increasing connectivity of IoT devices coincides with a number of risks to security. Many IoT sensors have limited resources and, therefore, cannot perform the complex security measures required to protect them from attacks and data loss. Furthermore, IoT networks are very scattered, distributed and dynamic, so decentralised security measures are required. To address these challenges, this poster proposes the integration of attribute-based access control (ABAC) into the 5G service-based architecture. This approach aims to prevent unauthorized access to IoT devices at the network level, thereby alleviating the computational burden on resource-constrained IoT devices. By implementing ABAC, the proposed solution offers a more efficient method for managing access control within the IoT landscape in the context of 5G networks.",Sascha Kaven; Volker Skwarek,ACM Symposium on Access Control Models and Technologies,2023,3,https://www.semanticscholar.org/paper/9de619992a12e04bf6dd48d79d20287e1f54c8ef,,9de619992a12e04bf6dd48d79d20287e1f54c8ef
10.1109/ICCKE54056.2021.9721518,Automatic Generation of XACML Code using Model-Driven Approach,"Precise specification of security requirements of software systems in general, and access control policies in particular, is a critical issue. The eXtensible Access Control Markup Language (XACML) is a well-known standard for defining access control policies. The problem is that using this language and manual formulation of policies requires technical knowledge and is error prone. To address this challenge, we propose a Domain-Specific Modeling Language (DSML), called Dual-XACML that supports both Role Based Access Control (RBAC) and Attribute Based Access Control (ABAC). As the tool support, a graphical editor as well as a transformation engine has been developed in this research. The graphical editor allows the user to create a model of access control policies for the target system. Then, using the transformations, the model is transformed into the corresponding XACML code. To evaluate the proposed approach, the XACML code of a typical system is generated, automatically.",Athareh Fatemian; B. Zamani; Marzieh Masoumi; Mehran Kamranpour; B. T. Ladani; S. Rahimi,International Conference on Computer and Knowledge Engineering,2021,3,https://www.semanticscholar.org/paper/9e38134365b51742ca2f9447e141caeb70ba6a1f,,9e38134365b51742ca2f9447e141caeb70ba6a1f
,Attribute Access Control Model for Web Services with Negotiation Mechanism,,Wang Jian,,2010,0,https://www.semanticscholar.org/paper/9e6f1cf8fe3d1dc46a2de134c778f22295b95c88,,9e6f1cf8fe3d1dc46a2de134c778f22295b95c88
10.1109/TPS-ISA50397.2020.00021,Handling Incomplete Information in Policy Evaluation using Attribute Similarity,"Recent years have seen a growing interest in Attribute-based Access Control (ABAC) because it can provide fine-grained, domain independent authorizations suitable for a wide range of applications. One important issue that arises with the evaluation of ABAC policies is that complete information may be unavailable and, thus, the policy decision point may have to reason with and make access decisions based on missing attributes. In this paper, we explore the use of attribute similarity to exploit the available information for decision making. Our approach relies on an attribute graph encoding the relationships and semantic closeness between attributes to compute the similarity between attributes and encompasses a novel probabilistic policy evaluation function to compute a likelihood estimation of reaching a certain decision based on attribute similarity. Determining the applicability of policies based on attribute similarity, however, can introduce the risks of wrongly granting/denying access. To this end, we show how such risks can be quantified and accounted for to reach a conclusive decision.",Sowmya Ravidas; I. Ray; Nicola Zannone,"International Conference on Trust, Privacy and Security in Intelligent Systems and Applications",2020,5,https://www.semanticscholar.org/paper/9e977e2af9ff0911692a3698ff469a1aa386dc8e,,9e977e2af9ff0911692a3698ff469a1aa386dc8e
,Attribute-based access control scheme for the perceptive layer of the Internet of Things,,Hao Xuanwen,,2012,0,https://www.semanticscholar.org/paper/9ee71a12f1cbb6bf919d5771a2d1b605df1156b6,,9ee71a12f1cbb6bf919d5771a2d1b605df1156b6
,k-anonymous attribute-based access control,,A. Squicciarini; Alberto Trombetta; E. Bertino; Abhilasha Bhargav-Spantzel,,2007,5,https://www.semanticscholar.org/paper/9efa606277c28075bf0b6d465939732d9cf104c9,,9efa606277c28075bf0b6d465939732d9cf104c9
